""	"A"	"Coef"	"t"	"p.value"	"p.value.adj"	"F"	"F.p.value"	"ID"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"N"	"log2.avg.H.M"	"log2.sd.H.M"	"log2.N.H.M"	"log2.avg.I"	"log2.H.M.1"	"log2.H.M.2"	"log2.H.M.3"	"log2.H.M.4"	"log2.H.M.5"	"log2.H.M.6"	"log2.H.M.7"	"log2.H.M.8"	"log2.H.M.9"	"nID"
"Adrenodoxin, mitochondrial [FDX1 ...] [P10109 ...]"	21.87	-0.021	-0.03	0.97732	0.990267	0	0.97732	"Adrenodoxin, mitochondrial [FDX1 ...] [P10109 ...]"	20.9627080349707	21.0884892099534	22.6828887893098	21.437065684506	21.8452481052855	20.9373139931088	22.6036194953277	22.4623620453087	22.8699410608693	22.1962131961343	18.684047030726	22.0608374817234	22.8951235328724	22.8418545901304	21.5668998689157	22.2233836742397	21.9524917774864	22.276936560804	18	-0.021317777777778	1.22256972921566	9	23.1104171579849	1.2335	-2.40444	-0.622050000000002	1.45805	0.996600000000001	0.62959	-0.380240000000001	-0.509869999999999	-0.593	315
"Probable ATP-dependent RNA helicase DDX6 [DDX6 ...] [P26196 ...]"	21.53	0.01	0.02	0.98668	0.993174	0	0.98668	"Probable ATP-dependent RNA helicase DDX6 [DDX6 ...] [P26196 ...]"	20.0382004078307	NA	20.5305714519893	22.6794336334631	NA	21.1821911956776	21.7617044753601	22.2930139194626	22.2820354392394	21.1108788585933	NA	20.1983259585935	22.7198956736823	NA	21.0334871045745	21.8017422842894	22.0527464010858	21.7415111420809	14	-0.015505714285714	0.52195036015114	7	22.3915102153945	1.07268	NA	-0.332240000000002	0.0404699999999991	NA	-0.148699999999998	0.0400399999999976	-0.240259999999999	-0.540529999999997	316
"Protein phosphatase inhibitor 2 [PPP1R2 ...] [P41236 ...]"	26.26	-0.003	-0.01	0.99265	0.995908	0	0.99265	"Protein phosphatase inhibitor 2 [PPP1R2 ...] [P41236 ...]"	27.0293404560032	26.3343228964643	26.3533276086353	26.2699411437623	25.827362113914	25.6341161193097	26.7201708892233	26.1379100478604	26.05763608375	26.1978756519878	26.0587615335285	26.1172057534929	26.5606479375281	25.8926950475622	26.1555808688403	26.8675025122198	26.1752118204732	26.3157005737218	18	-0.00254888888888871	0.398959233802291	9	27.3042114647372	-0.83146	-0.275560000000002	-0.23612	0.290710000000001	0.0653400000000026	0.521460000000001	0.14733	0.0372999999999983	0.25806	317
"U6 snRNA-associated Sm-like protein LSm3 [LSM3 ...] [P62310 ...]"	22.66	-0.001	0	0.99845	1	0	0.99845	"U6 snRNA-associated Sm-like protein LSm3 [LSM3 ...] [P62310 ...]"	23.2563324059468	23.1171012552773	23.2167745800706	21.7366344434707	21.8003581450433	21.9203669119174	22.7122812726095	22.8043799489195	23.3605217099607	22.9733072249449	23.0254575535135	23.1902943267579	22.3384587253736	21.6098750380406	22.0984253013581	22.4699458653997	23.0555579679974	23.1575615295404	18	-0.000648888888888403	0.292059697812127	9	23.7635723722298	-0.283019999999997	-0.0916400000000017	-0.0264799999999994	0.60183	-0.190480000000001	0.178060000000002	-0.242329999999999	0.251180000000002	-0.202960000000001	318
"Neuroblast differentiation-associated protein AHNAK [AHNAK ...] [Q09666 ...]"	32.6	0	0	1	1	0	1	"Neuroblast differentiation-associated protein AHNAK [AHNAK ...] [Q09666 ...]"	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	32.6049366688642	18	0	0	9	33.60494	0	0	0	0	0	0	0	0	0	319
"Beta-2-microglobulin [B2M ...] [P61769 ...]"	27.59	0.004	0.02	0.98525	0.993174	0	0.98525	"Beta-2-microglobulin [B2M ...] [P61769 ...]"	27.3530079973856	27.5734206012983	27.5248719848133	27.8304448362761	27.6669370890712	27.926295359724	27.5533611154154	27.198915450767	27.6329342347005	28.1741247162377	27.5983174111156	27.3240233124173	27.6843383319574	27.7642872052896	27.6796055539472	27.3744788430841	27.2137408916621	27.4817418820636	18	0.00382999999999909	0.32821575145017	9	28.6071508195062	0.821109999999997	0.0249000000000024	-0.200849999999999	-0.146100000000001	0.0973499999999987	-0.246690000000001	-0.178880000000003	0.0148200000000003	-0.151190000000003	320
"Tumor necrosis factor alpha-induced protein 3 [TNFAIP3 ...] [P21580 ...]"	24.91	0.005	0.01	0.99251	0.995908	0	0.99251	"Tumor necrosis factor alpha-induced protein 3 [TNFAIP3 ...] [P21580 ...]"	23.4806216183076	25.2700564106775	25.6724745293467	24.2437522762869	24.0257402757795	24.9098941137991	25.0657106772422	25.6857187648932	25.8425373492136	24.2965937957923	24.379607236529	25.1355719825185	24.7152474461071	25.6976377801083	26.0393038715321	24.467267716619	24.3043503820829	25.2052080313326	18	0.00492111111111152	1.04357461070645	9	26.0749561380006	0.81597	-0.890450000000001	-0.536899999999999	0.471500000000002	1.6719	1.12941	-0.59844	-1.38137	-0.637329999999999	321
"Protein S100-A8 [S100A8 ...] [P05109 ...]"	25.3	0.012	0.02	0.98374	0.993174	0	0.98374	"Protein S100-A8 [S100A8 ...] [P05109 ...]"	24.41737121632	26.6433468211433	25.5163171171419	24.3647973236743	26.4232892567051	25.9799269743869	26.0382091244278	24.1876919547311	24.0307397751273	25.3910497773149	25.4991394987318	25.5354515863077	25.1346188482285	25.2003630436843	24.455008297495	25.8379004713573	25.2624786029417	25.3957291905121	18	0.0122266666666672	1.1027435538805	9	26.4775589259753	0.973680000000002	-1.14421	0.0191300000000005	0.769820000000003	-1.22293	-1.52492	-0.200309999999998	1.07479	1.36499	322
"Transcription elongation factor A protein 1 [TCEA1 ...] [P23193 ...]"	27.29	0.013	0.06	0.95227	0.974566	0	0.95227	"Transcription elongation factor A protein 1 [TCEA1 ...] [P23193 ...]"	27.1404238971757	26.9581789104867	26.8209297999281	27.4821076077192	27.5753873778862	27.6819759267722	27.3311840974378	27.4103178630546	27.1303440239472	27.691378141389	27.189741010059	27.5656400818103	26.9581789104867	26.6699616278729	26.8813271423219	27.8124906084979	27.3490556323506	27.5317238423477	18	0.0131833333333336	0.616651268668118	9	28.3237695539513	0.55096	0.231560000000002	0.744709999999998	-0.52393	-0.905429999999999	-0.800650000000001	0.481310000000001	-0.0612599999999972	0.40138	323
"Charged multivesicular body protein 1a [CHMP1A ...] [Q9HD42 ...]"	24.79	0.014	0.07	0.94792	0.971738	0	0.94792	"Charged multivesicular body protein 1a [CHMP1A ...] [Q9HD42 ...]"	24.3360599811486	24.4165909682253	24.4422436425003	25.2760038125672	24.8870253006816	24.8946656256824	24.9614402789086	24.7887844214283	25.0270593668752	24.3161959850154	24.2261300231809	24.4324710490672	25.2066232321398	24.8870253006816	24.9842385262582	24.9299883116693	25.076930456022	25.0925586934316	18	0.0135888888888888	0.130503403829598	9	25.8231125948791	-0.0198600000000013	-0.190459999999998	-0.00977000000000317	-0.0693799999999989	0	0.0895699999999984	-0.0314499999999995	0.288150000000002	0.0655000000000001	324
"40S ribosomal protein S3a [RPS3A ...] [P61247 ...]"	22.33	0.016	0.02	0.98213	0.993174	0	0.98213	"40S ribosomal protein S3a [RPS3A ...] [P61247 ...]"	22.0690098797543	21.6664440160389	22.3163989558847	22.3994358840203	22.3521524545081	21.5152242828425	22.5765361799595	22.8385132212038	23.1272634943424	24.3572179960304	21.4318342440021	21.4267491109068	22.0338793868505	24.4215408307188	22.3607426692734	21.2727054480182	21.6201634548978	22.0760856826775	18	0.0155499999999999	1.3919621345694	9	23.6591199875216	2.28821	-0.23461	-0.889650000000003	-0.365559999999999	2.06939	0.84552	-1.30383	-1.21835	-1.05117	325
"Protein SON [SON ...] [P18583-9 ...]"	25.84	0.02	0.03	0.97474	0.989287	0	0.97474	"Protein SON [SON ...] [P18583-9 ...]"	24.869523750521	27.1347141650637	27.3192095405473	24.6206929100641	24.8397580554688	24.543721658949	27.2137408916621	27.0260891227166	24.865610722124	26.0142330832086	25.7231914785253	25.6101847425527	25.6722622999857	26.03801969197	25.6050566481184	26.2523925078082	25.7132287578987	25.984491979457	18	0.02	1.31280662989642	9	27.1034611908912	1.14471	-1.41152	-1.70903	1.05157	1.19826	1.06134	-0.961350000000003	-1.31286	1.11888	326
"Prefoldin subunit 1 [PFDN1 ...] [O60925 ...]"	24.85	0.022	0.1	0.92411	0.957344	0.01	0.92411	"Prefoldin subunit 1 [PFDN1 ...] [O60925 ...]"	24.2261300231809	24.7057594713789	24.483587373702	25.0547857110102	25.3841954200767	25.0884532015007	24.8508978885516	24.8183895101685	24.9767500524858	24.4133135184256	24.5753181592296	24.3677438777808	25.2803587141391	25.5418488914972	25.3828616066072	24.7231141079028	24.6079942411764	24.892712393621	18	0.0218100000000001	0.190809081544878	9	25.9021925762066	0.187179999999998	-0.13044	-0.115849999999998	0.225570000000001	0.15765	0.294409999999999	-0.127790000000001	-0.2104	-0.0840399999999981	327
"Crk-like protein [CRKL ...] [P46109 ...]"	25.23	0.029	0.15	0.88068	0.936612	0.02	0.88068	"Crk-like protein [CRKL ...] [P46109 ...]"	24.8437164645958	25.0830626978926	25.4004124800122	25.4977802390459	25.0297713572837	25.1494816954208	25.1472570301285	25.5855614241532	25.240945942659	25.000627242717	25.183610705728	25.2603885403072	25.5025887714878	25.4825343914027	25.3059747847953	24.9102872714046	25.2428618840113	25.3532317395849	18	0.0293455555555558	0.240388991902246	9	26.249143117042	0.15691	0.100550000000002	-0.14002	0.00481000000000265	0.452760000000001	0.156489999999998	-0.236969999999999	-0.342700000000001	0.112279999999998	328
"Proteasome activator complex subunit 2 [PSME2 ...] [Q9UL46 ...]"	26.79	0.031	0.14	0.89104	0.941829	0.02	0.89104	"Proteasome activator complex subunit 2 [PSME2 ...] [Q9UL46 ...]"	26.5654852870542	26.8467282881896	26.3427946866382	27.0207790222038	27.1578407873261	27.2263773078104	26.6519631439713	26.5323606226767	26.6678809200952	27.3370912929724	27.1208058995344	26.6678809200952	26.4476734285504	26.1910905597932	26.3857384790016	27.1019926152194	26.9945758166127	27.0425045376209	18	0.0307933333333329	0.641666440606021	9	27.8324857623656	0.771599999999999	0.274079999999998	0.325089999999999	-0.57311	-0.966750000000001	-0.84064	0.450030000000002	0.462219999999999	0.37462	329
"40S ribosomal protein S28 [RPS28 ...] [P62857 ...]"	25.89	0.031	0.11	0.91279	0.948435	0.01	0.91279	"40S ribosomal protein S28 [RPS28 ...] [P62857 ...]"	24.9956641774059	26.1014314950129	26.0340083488043	26.4603479822564	25.8926950475622	26.0421874710705	26.1522819082285	25.8914064488212	25.3448887834501	25.5163171171419	25.771552526254	25.80894437795	26.3669900040342	25.8622657410323	26.0214633019495	25.9569405151901	25.8940984603928	25.9952625050931	18	0.03099	0.334129209662968	9	26.9308597848844	0.520659999999999	-0.329879999999999	-0.225069999999999	-0.093359999999997	-0.0304300000000026	-0.0207300000000004	-0.195340000000002	0.00269000000000119	0.650369999999999	330
"Golgin subfamily B member 1 [GOLGB1 ...] [E7EP74 ...]"	21.92	0.036	0.03	0.97436	0.989287	0	0.97436	"Golgin subfamily B member 1 [GOLGB1 ...] [E7EP74 ...]"	21.9471916670462	22.9269123407607	22.3017845762048	NA	NA	NA	19.9465771182052	22.620647435985	21.6775307593023	22.8144172556952	23.873549722093	22.6267541886147	NA	NA	NA	21.6150492793791	21.8062785206876	18.9018323505601	12	0.0362066666666667	1.60607946596259	6	22.7749368592028	0.867229999999999	0.946640000000002	0.32497	NA	NA	NA	1.66847	-0.81437	-2.7757	331
"Ubiquilin-1 [UBQLN1 ...] [Q9UMX0 ...]"	27	0.036	0.11	0.90976	0.948435	0.01	0.90976	"Ubiquilin-1 [UBQLN1 ...] [Q9UMX0 ...]"	26.2334176387753	26.5103477286212	26.4828072664158	27.5714472025669	26.8483851285075	26.8233288377935	27.5190190264171	26.8492564985488	27.9580807350493	26.5568402515122	26.7178986351505	26.9718147429665	27.6649931911362	27.2136087185315	26.9842254983973	27.1260461165682	26.6385926517437	27.2505645953301	18	0.0364966666666674	0.394053684318521	9	28.0687431212424	0.323420000000002	0.207550000000001	0.489000000000001	0.0935400000000008	0.365220000000001	0.160900000000002	-0.392970000000002	-0.21067	-0.707519999999999	332
"Inositol-trisphosphate 3-kinase B [ITPKB ...] [P27987 ...]"	23.28	0.042	0.09	0.93317	0.961447	0.01	0.93317	"Inositol-trisphosphate 3-kinase B [ITPKB ...] [P27987 ...]"	23.7649135343154	23.7844284408844	23.6926028605302	23.186418366007	21.4867315265586	22.1619445704307	23.1921567066363	23.6179409326133	24.4528990872263	23.8585281225162	24.1191870077766	24.2977633620947	23.0780247788319	22.519714840874	22.3281185708768	22.924233085727	22.6979108619049	23.8955490959512	18	0.0421099999999994	0.592281928202271	9	24.4718799418182	0.0936199999999978	0.334759999999999	0.605160000000001	-0.1084	1.03298	0.166179999999997	-0.26793	-0.920030000000001	-0.55735	333
"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [PIN4 ...] [Q9Y237-2 ...]"	23.68	0.049	0.14	0.88658	0.938999	0.02	0.88658	"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [PIN4 ...] [Q9Y237-2 ...]"	22.7258308925206	23.4422556098414	22.876109708428	23.8832762416089	24.394598150563	24.2662875827103	23.6536706526139	24.2824251939959	23.3508209709752	23.0104277801581	23.3804746187106	23.6229890246905	23.9487213429563	24.1637660864703	24.4792428336463	23.1237823447546	23.6437403651174	23.9435911978131	18	0.0490488888888889	0.469572936705377	9	24.7677205064605	0.284600000000001	-0.061790000000002	0.746880000000001	0.0654400000000024	-0.230830000000001	0.212949999999999	-0.529890000000002	-0.63869	0.592770000000002	334
"14-3-3 protein sigma [SFN ...] [P31947 ...]"	22.23	0.05	0.15	0.88152	0.936612	0.02	0.88152	"14-3-3 protein sigma [SFN ...] [P31947 ...]"	22.3683898603795	22.1587589396631	22.4387667183206	21.8049584518945	22.2409897448548	23.0464458102882	22.0033763616031	21.6735051247547	22.1463317542359	22.2699840306354	22.2544017715843	21.9778799681337	21.8026544326648	22.0506646819699	23.2812817909217	22.0683432464492	22.2017481683861	22.4268832105161	18	0.0502533333333327	0.287633475059841	9	23.2930974724828	-0.0984100000000012	0.0956399999999995	-0.460890000000003	-0.00231000000000137	-0.190329999999999	0.234829999999999	0.0649599999999992	0.52824	0.280550000000002	335
"CUGBP Elav-like family member 2 [CELF2 ...] [E9PC62 ...]"	25.35	0.057	0.19	0.85392	0.927063	0.03	0.85392	"CUGBP Elav-like family member 2 [CELF2 ...] [E9PC62 ...]"	24.9736908839552	24.5967729274463	24.366768262876	25.2020783019686	26.03801969197	26.1832172586666	25.3354545584965	25.4846620182457	25.7131831798697	25.2624104061023	25.0132369851737	25.1651490582137	25.4788345108998	25.8158522379409	26.0847491944576	25.0013994524755	25.4138618893639	25.173144337413	18	0.0571988888888887	0.419622354637013	9	26.428411785204	0.288719999999998	0.41647	0.798380000000002	0.27675	-0.222169999999998	-0.0984699999999989	-0.334050000000001	-0.070800000000002	-0.540040000000001	336
"Negative elongation factor E [RDBP ...] [B4DYX9 ...]"	23.24	0.064	0.19	0.85445	0.927063	0.03	0.85445	"Negative elongation factor E [RDBP ...] [B4DYX9 ...]"	23.3494132193266	23.6288652649863	22.5138609809567	22.4968631126488	23.6471569452581	23.2301555173046	23.3159253628514	23.2283295910233	23.4918431733423	23.3463163798835	22.5611948585032	22.7707464263361	22.6435191889575	23.5869984244982	23.4932024857576	23.5744525433676	23.8084739985026	23.6898659422869	18	0.0635944444444437	0.461854094387803	9	24.3030798743361	-0.00309000000000026	-1.06768	0.256889999999999	0.146659999999997	-0.0601599999999998	0.26304	0.258519999999997	0.58014	0.198029999999999	337
"Ezrin [EZR ...] [P15311 ...]"	27.3	0.068	0.14	0.88683	0.938999	0.02	0.88683	"Ezrin [EZR ...] [P15311 ...]"	28.4188327396205	28.1153662817635	28.0108104905879	26.6126110971724	26.5518344282389	26.5698814650176	28.5888633259116	26.295703513142	26.2298048869553	27.5248719848133	26.8925550290495	27.2442256830269	27.4628291327485	27.4655581536228	27.4793972907443	27.1446527770771	27.4627197810985	27.3288050990921	18	0.0679933333333334	1.11136010196965	9	28.4592826192369	-0.89396	-1.22281	-0.766579999999998	0.85022	0.913730000000001	0.909519999999997	-1.44421	1.16702	1.09901	338
"Zinc finger CCCH-type antiviral protein 1 [ZC3HAV1 ...] [Q7Z2W4 ...]"	24.94	0.079	0.3	0.76879	0.863307	0.09	0.76879	"Zinc finger CCCH-type antiviral protein 1 [ZC3HAV1 ...] [Q7Z2W4 ...]"	24.4001598176783	24.7364526490011	24.8864561182467	25.5450798537141	24.7728295777714	24.4037630313088	25.2523892072027	24.998615240547	25.0623945213183	24.4055616254036	25.0237152608343	24.999617888295	24.8698939241038	25.2644458414666	25.0487406995635	25.321978427543	25.0970410612731	24.7417414288695	18	0.0794000000000009	0.398361614365641	9	25.9684075623037	0.00540000000000163	0.287269999999999	0.113160000000001	-0.675189999999997	0.491620000000001	0.64498	0.0695900000000016	0.0984200000000008	-0.320650000000001	339
"Immunoglobulin J chain [IGJ ...] [P01591 ...]"	23.52	0.082	0.22	0.82791	0.912228	0.05	0.82791	"Immunoglobulin J chain [IGJ ...] [P01591 ...]"	23.0495137226827	23.3324955685631	23.4771554469596	23.7712332648296	23.9366984328241	22.262538153084	23.9406958042577	23.5989610259641	23.9060404922236	23.6111248492098	23.6143466474266	23.2732259626197	23.6927451983344	23.5365073874945	22.5414240832535	23.9624171510543	23.786423516847	23.9919432718305	18	0.0816466666666666	0.287991770021297	9	24.5816628971326	0.561609999999998	0.281850000000002	-0.20393	-0.078479999999999	-0.400189999999998	0.278879999999997	0.021720000000002	0.187459999999998	0.0858999999999988	340
"ATP synthase subunit delta, mitochondrial [ATP5D ...] [P30049 ...]"	22.83	0.083	0.26	0.79492	0.88418	0.07	0.79492	"ATP synthase subunit delta, mitochondrial [ATP5D ...] [P30049 ...]"	22.349308234879	23.1443267218323	22.5296041204906	22.8979533479825	22.4624650286009	23.2788614192981	22.7364808361539	22.6553407718184	23.0414466791725	22.9996616433328	23.0495137226827	23.153243465457	22.8326308374114	21.6862824806415	23.159604279458	22.9935874533968	23.033149076368	22.9314658418336	18	0.0825933333333337	0.447406413510133	9	23.8724068302846	0.65035	-0.0948199999999986	0.623640000000002	-0.0653199999999998	-0.77619	-0.119260000000001	0.257110000000001	0.37781	-0.10998	341
" [PCBP2 ...] [Q15366-3 ...]"	25.33	0.087	0.34	0.73719	0.84172	0.12	0.73719	" [PCBP2 ...] [Q15366-3 ...]"	24.8045323951836	24.8698939241038	25.222336046853	26.0525219280951	25.2644458414666	25.5978646069858	25.3240657432943	25.1953624135314	25.2071764470008	24.8721586302748	24.7940532025892	25.4372166642396	26.0452931282896	25.6853816049528	25.6974908860677	25.0857089451184	25.381228622326	25.3202866488892	18	0.0867355555555546	0.187119253693407	9	26.3745455660957	0.0676300000000012	-0.075840000000003	0.214880000000001	-0.00722999999999985	0.420929999999998	0.0996299999999977	-0.23836	0.185869999999998	0.113109999999999	342
"Far upstream element-binding protein 2 [KHSRP ...] [Q92945 ...]"	28.31	0.089	0.62	0.54065	0.711528	0.39	0.54065	"Far upstream element-binding protein 2 [KHSRP ...] [Q92945 ...]"	28.1979256686083	28.085785708835	28.0668774307426	28.4509504896937	28.3798481965212	28.0571299566032	28.3948573645208	28.2955479291444	28.4250504778346	28.3177601059531	28.1490871960379	28.2917122184696	28.3776752005299	28.3143480946899	28.3732992476032	28.5432867798853	28.4312063480069	28.3560930317274	18	0.0889433333333333	0.138080227042107	9	29.3124117576292	0.11983	0.0633000000000017	0.224829999999997	-0.0732699999999973	-0.0655000000000001	0.31617	0.148429999999998	0.135660000000001	-0.0689600000000006	343
"Sequestosome-1 [SQSTM1 ...] [Q13501 ...]"	27.91	0.089	0.53	0.60546	0.750082	0.28	0.60546	"Sequestosome-1 [SQSTM1 ...] [Q13501 ...]"	27.5395674979619	28.2603035918019	27.8957984993948	27.7045931827933	28.0072767222851	27.7578482121401	27.9227393147413	27.8839933934511	27.822443159601	27.8561637992364	28.1723501480644	27.9775931267286	27.8708512902792	27.9713667389286	27.7852543205549	27.945236334016	27.9977854581938	28.0186162091277	18	0.0889622222222211	0.125025747326078	9	28.9194212480093	0.316589999999998	-0.0879499999999993	0.081789999999998	0.166260000000001	-0.0359100000000012	0.0274000000000001	0.0224999999999973	0.113799999999998	0.196179999999998	344
